address,business_name,category,n_reviews,price_category,rating,searched_zip
"151 Elizabeth StNew York, NY 10012",Egg Shop,",Breakfast & Brunch,Sandwiches",408,2,4,10002
"100 Kenmare StNew York, NY 10012",sweetgreen,",Salad,Vegetarian",123,2,4,10002
"194 Grand StNew York, NY 10013",Hometown Hotpot & BBQ,",Hot Pot,Barbeque",351,2,4,10002
"131 Rivington StNew York, NY 10002",Schiller’s Liquor Bar,",Breakfast & Brunch,American (Traditional),Bars",769,2,3.5,10002
"26 1st AveNew York, NY 10009",Spiegel,",American (New),Bars,Breakfast & Brunch",162,2,4,10002
"198 Allen StNew York, NY 10002",Pala,",Pizza,Italian,Gluten-Free",520,2,4,10002
"134 Eldridge StNew York, NY 10002",Attaboy,",Bars",283,3,4,10002
"152 Stanton StNew York, NY 10002",Balvanera,",Argentine",111,3,4.5,10002
"157 Allen StNew York, NY 10002",Copper & Oak,",Lounges",53,3,4.5,10002
"157 Ludlow StNew York, NY 10002",SakaMai,",Japanese,Tapas/Small Plates,Cocktail Bars",359,3,4,10002
"86 Allen StNew York, NY 10002",Dirt Candy,",Vegetarian,Vegan",233,3,4,10002
"23 Ave ANew York, NY 10009",Yerba Buena,",Latin American,Spanish,Caribbean",749,3,4.5,10002
"151 Rivington StNew York, NY 10002",Yopparai,",Japanese",116,3,4.5,10002
"146 Essex StNew York, NY 10002",Beauty & Essex,",Bars,American (New),Tapas/Small Plates",2092,3,4,10002
"99 Stanton StNew York, NY 10002",The Stanton Social,",Tapas/Small Plates,Lounges",2335,3,4,10002
"138 Orchard StNew York, NY 10002",Contra,",American (New)",167,3,4,10002
"136 Division StNew York, NY 10002",Bacaro,",Italian",314,3,4,10002
"265 Elizabeth StNew York, NY 10012",The Musket Room,",American (New),Cocktail Bars",226,3,4.5,10002
"157 Chrystie StNew York, NY 10002",Sammy’s Roumanian Steakhouse,",Steakhouses",283,3,4,10002
"40 Rivington StNew York, NY 10002",Gentleman Farmer,",American (New),French",181,3,4,10002
"199 BoweryNew York, NY 10002",Vandal,",Tapas Bars,Lounges",286,3,4,10002
"7 Spring StNew York, NY 10012",Uncle Boons,",Thai",311,3,4,10002
"22 Orchard StNew York, NY 10002",Fung Tu,",Asian Fusion,Chinese",136,3,4,10002
"17 Orchard StNew York, NY 10002",The Fat Radish,",British,Wine Bars",435,3,3.5,10002
"57 Great Jones StNew York, NY 10012",Bohemian Restaurant,",Japanese",475,3,4.5,10002
"187 Orchard StNew York, NY 10002",Blue Ribbon Sushi Izakaya,",Asian Fusion,Sushi Bars,Breakfast & Brunch",320,3,4,10002
"212 E BroadwayNew York, NY 10002",Rawsome Treats,",Desserts,Live/Raw Food",14,3,4.5,10002
"180 Ludlow StNew York, NY 10002",Dirty French,",French",273,3,4,10002
"342 E 6th StNew York, NY 10003",The Eddy,",American (New)",242,3,4.5,10002
"210 Elizabeth StNew York, NY 10012",Public,",American (Traditional),Australian",933,3,4,10002
"9 E 1st StNew York, NY 10003",Bowery Meat Company,",Steakhouses,Seafood",187,3,4,10002
"100B Forsyth StNew York, NY 10002",Birds & Bubbles,",Southern",186,3,3.5,10002
"14 1st AveNew York, NY 10009",Lucien,",French,Wine Bars",237,3,4,10002
"249 Ctr StNew York, NY 10013",Compagnie des Vins Surnaturels,",Wine Bars,French,American (New)",54,3,4.5,10002
"194 Elizabeth StNew York, NY 10012",Peasant,",Italian",559,3,3.5,10002
"13 E 1st StNew York, NY 10003",L’Apicio,",Italian,Wine Bars",306,3,4,10002
"275 Mulberry StNew York, NY 10012",Chefs Club by Food & Wine,",Wine Bars,American (New)",226,3,4,10002
"128 E 7th StNew York, NY 10009",Pylos,",Greek",865,3,4.5,10002
"214 Mulberry StNew York, NY 10012",Balaboosta,",Mediterranean",476,3,4,10002
"218 Lafayette StNew York, NY 10012",Osteria Morini,",Italian",760,3,4,10002
"54 E 1st StNew York, NY 10003",Prune,",American (New),Breakfast & Brunch",848,3,4,10002
"142 Orchard StNew York, NY 10002",Wildair,",American (New)",60,3,4,10002
"536 E 5th StNew York, NY 10009",Tuome,",American (New)",180,3,4,10002
"222 Lafayette StNew York, NY 10012",Ed’s Lobster Bar,",Seafood,Bars",700,3,4,10002
"245 BoweryNew York, NY 10002",Cata Restaurant,",Tapas Bars,Tapas/Small Plates,Spanish",216,3,4,10002
"545 E 5th StNew York, NY 10009",Lavagna Restaurant,",Italian",273,3,4,10002
"80 Spring StNew York, NY 10012",Balthazar Restaurant,",French,Breakfast & Brunch",2160,3,4,10002
"9 Doyers StNew York, NY 10013",Apothéke,",Lounges,Cocktail Bars",1091,3,4,10002
"218 BoweryNew York, NY 10012",Rebelle,",French",106,3,4,10002
"108 E 4th StNew York, NY 10003",Wasan,",Japanese,Tapas/Small Plates",150,3,4,10002
"220 BoweryNew York, NY 10012",Pearl & Ash,",American (New)",242,3,3.5,10002
"282 BoweryNew York, NY 10012",Cherche Midi,",French",194,3,4,10002
"146 Mulberry StNew York, NY 10013",Angelo’s,",Italian",290,3,4,10002
"252 Broome StNew York, NY 10002",The Lucky Bee,",Thai,Asian Fusion,Cocktail Bars",52,3,4,10002
"101 Stanton StNew York, NY 10002",Prema,",Hair Salons",44,3,5,10002
"316 BoweryNew York, NY 10012",Saxon + Parole,",American (New),Bars",558,3,4,10002
"239 E 5th StNew York, NY 10003",Degustation,",French,American (New),Spanish",559,3,4,10002
"324 Lafayette StNew York, NY 10012",Gato,",Mediterranean,Spanish,Bars",661,3,4,10002
"177 Chrystie StNew York, NY 10002",Le Turtle,",Modern European,French",34,3,4,10002
"122 E 7th StNew York, NY 10009",Desnuda,",Seafood,Latin American,Wine Bars",325,3,4,10002
"47 Bond StNew York, NY 10012",Il Buco,",Italian,American (New)",430,3,4,10002
"47 E Houston StNew York, NY 10012",Estela,",American (New),Breakfast & Brunch",260,3,4,10002
"299 BoweryNew York, NY 10003",DBGB Kitchen and Bar,",Gastropubs",1256,3,3.5,10002
"119 1st AveNew York, NY 10003",Oiji,",Korean",201,3,4.5,10002
"96 2nd AveNew York, NY 10003",The Mermaid Inn,",Seafood",978,3,4,10002
"151 Essex StManhattan, NY 10002",Tijuana Picnic,",Mexican,Bars",111,3,3.5,10002
"433 E 6th StNew York, NY 10009",Death & Co,",Lounges,Cocktail Bars",1159,3,4,10002
"130 E 7th StNew York, NY 10009",Avant Garden,",American (New),Vegan,Vegetarian",82,3,4,10002
"55 E Houston StNew York, NY 10012",Emilio’s Ballato,",Italian",134,3,4,10002
"149 Mulberry StNew York, NY 10013",Mulberry Project,",Lounges",381,3,3.5,10002
"125 Mulberry StNew York, NY 10013",IL Cortile,",Italian",287,3,3.5,10002
"284 Mulberry StNew York, NY 10012",Socarrat Paella Bar,",Spanish,Tapas Bars,Seafood",291,3,3.5,10002
"513 E 6th StNew York, NY 10009",Buenos Aires,",Argentine",332,3,4,10002
"304 E 6th StNew York, NY 10003",Mayahuel,",Mexican,Cocktail Bars",477,3,4,10002
"36 E 4th StNew York, NY 10003",Aroma Kitchen & Winebar,",Italian,Wine Bars",268,3,4,10002
"187 Mulberry StNew York, NY 10012",Pasquale Jones,",Italian,Pizza",26,3,4,10002
"6 Bond StNew York, NY 10012",BondSt,",Japanese,Sushi Bars",684,3,4,10002
"74 Orchard StNew York, NY 10002",By Robert James,",Men's Clothing",30,3,4.5,10002
"180 Orchard StNew York, NY 10002",Mr. Purple,",Lounges",103,3,3.5,10002
"157 Orchard StNew York, NY 10002",Self Edge,",Men's Clothing",43,3,4,10002
"142 Mercer StNew York, NY 10012",Lure Fishbar,",Seafood",1166,3,4,10002
"450 BroadwayNew York, NY 10013",Proper Cloth,",Men's Clothing,Bespoke Clothing,Formal Wear",315,3,5,10002
"109 1st AveNew York, NY 10003",SenYa,",Japanese",105,3,4,10002
"202A Mott StNew York, NY 10012",Stick With Me,",Chocolatiers & Shops,Desserts",111,3,4.5,10002
"144 Orchard StNew York, NY 10002",Epaulet Shop,",Men's Clothing",17,3,5,10002
 ,Melissa’s Creation,",Wedding Planning,Videographers,Florists",38,3,5,10002
"144 Orchard StNew York, NY 10002",Epaulet Shop,",Men's Clothing",17,3,5,10002
 ,Melissa’s Creation,",Wedding Planning,Videographers,Florists",38,3,5,10002
"325 BoweryNew York, NY 10003",Bar Primi,",Italian",239,3,3.5,10002
"128 1st AveNew York, NY 10009",Noreetuh,",American (New),Hawaiian",194,3,4,10002
"109 St Marks PlNew York, NY 10009",Timna,",Mediterranean,American (New)",126,3,4.5,10002
"30 Kenmare StNew York, NY 10012",The Nolitan Hotel,",Hotels",62,3,4.5,10002
"113 St Marks PlNew York, NY 10009",Please Don’t Tell,",Lounges",1347,3,4,10002
"28 Mott StNew York, NY 10013",Peking Duck House,",Chinese",554,3,3.5,10002
"102 Ave CNew York, NY 10009",Edi & the Wolf,",German",324,3,4,10002
"53 Great Jones StNew York, NY 10012",Il Buco Alimentari & Vineria,",Italian",374,3,3.5,10002
"69 Orchard StreetNew York, NY 10002",Zarin Fabrics,",Fabric Stores,Shades & Blinds,Home Decor",36,3,4.5,10002
"190 Allen StNew York, NY 10002",Above Allen,",Lounges",71,3,3,10002
"65 2nd Ave.New York, NY 10003",00+Co,",Pizza,Vegan,Wine Bars",76,3,4,10002
"72 Kenmare StNew York, NY 10012",Yakitori Tora,",Tapas/Small Plates,Japanese,Barbeque",29,3,4,10002
"335 BoweryNew York, NY 10003",The Bowery Hotel Lobby Bar and Lounge,",Lounges",134,3,3.5,10002
"148 Orchard StNew York, NY 10002",Invisible NYC,",Tattoo",32,3,4.5,10002
"77 W Houston StNew York, NY 10012",Pegu Club,",Lounges,Cocktail Bars",856,3,4,10002
"57 Great Jones StNew York, NY 10012",Japan Premium Beef,",Meat Shops",64,3,5,10002
"47 2nd AveNew York, NY 10003",New York Adorned,",Jewelry,Tattoo,Piercing",338,3,4.5,10002
"294 Elizabeth StNew York, NY 10012",Arte Salon,",Hair Salons",105,3,4.5,10002
"8 Extra PlNew York, NY 10003",Momofuku Ko,",American (New)",113,4,4.5,10002
"91 Clinton StNew York, NY 10002",New York Sushi Ko,",Sushi Bars,Japanese",53,4,4,10002
"308 BoweryNew York, NY 10012",Duane Park,",American (New),Jazz & Blues,Venues & Event Spaces",186,4,4,10002
"130 St Marks PlNew York, NY 10009",Kura,",Japanese,Sushi Bars",231,4,4.5,10002
"94 E 7th StNew York, NY 10009",Kyo Ya,",Japanese",356,4,4.5,10002
"110 1st AveNew York, NY 10009",Sushi Dojo NYC,",Sushi Bars,Japanese",203,4,4,10002
"239 E 5th StNew York, NY 10003",Jewel Bako,",Sushi Bars,Japanese",396,4,4,10002
"123 Norfolk StNew York, NY 10002",Maryam Nassir Zadeh,",Women's Clothing,Jewelry,Home Decor",16,4,4,10002
"6 E 2nd StNew York, NY 10003",John Derian,",Home Decor",15,4,4.5,10002
"261 Water StNew York, NY 10038",MarkJoseph Steakhouse,",Steakhouses",259,4,4,10002
"82 Orchard StNew York, NY 10002",Christine Chin,",Day Spas,Skin Care,Hair Removal",81,4,3.5,10002
"62 Rivington StNew York, NY 10002",Inkline Studio,",Tattoo",10,4,4,10002
"147 Mercer StNew York, NY 10012",The Mercer Hotel,",Hotels",50,4,4.5,10002
"225 Mott StNew York, NY 10012",Lord Willy’s,",Men's Clothing",18,4,4.5,10002
"189 Chrystie StNew York, NY 10002",The Box,",Cocktail Bars",239,4,3,10002
"171 East BroadwayManhattan, NY 10002",Limited Time Only,",American (New)",13,4,3,10002
"209 Elizabeth StNew York, NY 10012",Elizabeth Street Gallery,",Antiques",15,4,4,10002
"195 BoweryNew York, NY 10002",Pop International Galleries,",Art Galleries",6,4,4.5,10002
"131 Allen StNew York, NY 10002",Bitforms Gallery,",Art Galleries",3,4,5,10002
"175 Stanton StNew York, NY 10002",Chari & Co NYC,",Bikes,Men's Clothing,Accessories",24,4,3.5,10002
"116 Greene StNew York, NY 10012",Louis Vuitton New York SoHo,",Leather Goods,Men's Clothing,Shoe Stores",62,4,4,10002
"164 Ludlow StNew York, NY 10002",ODD.,",Women's Clothing,Men's Clothing,Accessories",4,4,5,10002
"575 BroadwayNew York, NY 10012",Prada Broadway,",Shoe Stores,Leather Goods",84,4,3.5,10002
"161 Mercer StNew York, NY 10012",Marni USA Store,",Shoe Stores,Women's Clothing",10,4,4.5,10002
"356 BoweryNew York, NY 10003",Antik,",Lounges",20,4,3,10002
"115 Spring StNew York, NY 10012",Opera Gallery,",Art Galleries",11,4,4.5,10002
"122 Greene StNew York, NY 10012",Wolford Boutique,",Women's Clothing,Lingerie",11,4,4.5,10002
"97 Kenmare StNew York, NY 10012",Storefront For Art and Architecture,",Art Galleries",7,4,4.5,10002
"94 Grand StNew York, NY 10013",If Boutique,",Men's Clothing,Women's Clothing",16,4,4.5,10002
"133 Eldridge StNew York, NY 10002",Woodward Gallery,",Art Galleries",3,4,4.5,10002
"19 Kenmare StNew York, NY 10012",Lil Charlie’s,",Venues & Event Spaces,Lounges",10,4,2.5,10002
"54 Greene StNew York, NY 10013",AFA,",Art Galleries",10,4,4.5,10002
"265 LafayetteNew York, NY 10012",Saint Ambroeus Soho,",Breakfast & Brunch",4,4,3.5,10002
"70 Kenmare StNew York, NY 10012",Duncan Quinn,",Men's Clothing",3,4,5,10002
"15 Mercer StManhattan, NY 10013",3x1,",Men's Clothing,Women's Clothing,Bespoke Clothing",17,4,4,10002
"201 Chrystie StNew York, NY 10002",Lehmann Maupin Gallery,",Art Galleries",5,4,4.5,10002
"328 Broome StNew York, NY 10002",Bang Bang Tattoos,",Piercing,Tattoo",14,4,4,10002
"104 Ave BNew York, NY 10009",SOS Chefs,",Home & Garden",25,4,4,10002
"177 E Houston StNew York, NY 10002",Burkina Entertainment,",Music & DVDs",4,4,4.5,10002
"257 BoweryNew York, NY 10002",Sperone Westwater,",Art Galleries",4,4,4.5,10002
"134 Spring StNew York, NY 10012",Mulberry,",Fashion",13,4,4,10002
"97 Greene StNew York, NY 10012",Tiffany & Co,",Jewelry",31,4,3.5,10002
"121 Crosby StNew York, NY 10012",Brentano’s Custom Framing,",Art Galleries,Framing",10,4,5,10002
"315 Bowery StNew York, NY 10003",John Varvatos,",Men's Clothing,Accessories,Shoe Stores",34,4,3,10002
"211 Elizabeth StNew York, NY 10012",Dinosaur Designs,",Jewelry,Accessories",4,4,5,10002
"122 Spring StNew York, NY 10012",John Varvatos,",Men's Clothing,Accessories,Shoe Stores",34,4,3.5,10002
"93 Ludlow StManhattan, NY 10002",The Casino,",Bars", ,4,4,10002
"1 Crosby StreetNew York, NY 10013",De Vera,",Jewelry",6,4,4,10002
"98 Forsythe StNew York, NY 10002",Harris Levy,",Kitchen & Bath,Home Decor,Fabric Stores",7,4,3.5,10002
"355 BoweryNew York, NY 10003",Osaka Vibe Japanese Cuisine & Sushi,",Sushi Bars,Karaoke",5,4,3,10002
"434 W BroadwayNew York, NY 10012",La Perla,",Lingerie",15,4,4,10002
"60 E 4th StNew York, NY 10003",Barbara Shaum Leather,",Leather Goods",6,4,4.5,10002
"93 2nd AveNew York, NY 10003",The Cock,",Dive Bars,Gay Bars",6,4,3,10002
"255 Centre StNew York, NY 10013",Cordell Fitness Inc,",Gyms,Trainers,Massage",10,4,4,10002
"302 BoweryNew York, NY 10012",Olde Good Things,",Antiques",6,4,3.5,10002
"419 W BroadwayNew York, NY 10012",LIK SOHO - Peter Lik Fine Art Photography,",Art Galleries",7,4,4.5,10002
"355 4th StNew York, NY 10009",Jutta Neumann New York,",Leather Goods,Shoe Stores,Accessories",9,4,4.5,10002
"122 Delancey StNew York, NY 10002",Richies Clothing,",Men's Clothing,Women's Clothing",7,4,2.5,10002
"155 Wooster StNew York, NY 10012",Ligne Roset,",Furniture Stores",4,4,5,10002
"90 Prince StNew York, NY 10012",Moncler,",Men's Clothing,Women's Clothing",48,4,3,10002
"Broome & BroadwayNew York, NY 10292",Chinese food cart,",Chinese,Food Stands", ,4,5,10002
"288 Mulberry StNew York, NY 10012",Kixclusive,",Shoe Stores,Sports Wear",5,4,4,10002
"460 W BroadwayNew York, NY 10012",Leica Store SoHo,",Photography Stores & Services,Art Galleries",11,4,4,10002
"155 Spring StreetNew York, NY 10012",Atelier Minyon,",Jewelry",3,4,5,10002
"80 Greene StNew York, NY 10012",Saint Laurent,",Men's Clothing,Women's Clothing",12,4,3.5,10002
"76 Greene StNew York, NY 10012",The Apartment by The Line,",Accessories,Women's Clothing",3,4,4.5,10002
"399 W BroadwayNew York, NY 10012",Morgenthal Frederics Opticians,",Eyewear & Opticians",24,4,3.5,10002
"560 BroadwayNew York, NY 10012",Staley-Wise Gallery,",Art Galleries",3,4,4.5,10002
"304 MulberryNew York, NY 10012",Dolan’s Apartment,",Adult Entertainment",3,4,4.5,10002
"5 Crosby StNew York, NY 10013",BDDW,",Furniture Stores",6,4,3.5,10002
"165 E BroadwayNew York, NY 10002",Emily Sundblad Galleries,",Art Galleries", ,4,5,10002
"115 Greene StreetNew York, NY 10012",Anya Hindmarch,",Women's Clothing,Accessories",3,4,4.5,10002
"112 Greene StNew York, NY 10014",Stella McCartney,",Women's Clothing",7,4,3.5,10002
"109 Crosby StNew York, NY 10012",MYKITA Shop - New York,",Eyewear & Opticians",9,4,4,10002
"169 Mercer StNew York, NY 10012",45 Rpm Studio,",Men's Clothing,Women's Clothing",7,4,3.5,10002
"196 Grand StNew York, NY 10012",Nicola Augustine Hair,",Hair Extensions",5,4,3,10002
"470 Broome StNew York, NY 10013",Eden Fine Art,",Art Galleries",3,4,5,10002
"75 Greene StNew York, NY 10012",Versus Versace,",Leather Goods,Men's Clothing,Women's Clothing",2,4,5,10002
"555 Broadway Frnt ANew York, NY 10012",Hugo Boss,",Men's Clothing,Women's Clothing",9,4,4,10002
"127-131 Division StNew York, NY 10002",Chinatown Lumber Co,",Building Supplies,Hardware Stores",4,4,3,10002
"555 Broadway Frnt ANew York, NY 10012",Hugo Boss,",Men's Clothing,Women's Clothing",9,4,4,10002
"127-131 Division StNew York, NY 10002",Chinatown Lumber Co,",Building Supplies,Hardware Stores",4,4,3,10002
"259 BoweryNew York, NY 10002",Soho Contemporary Art,",Art Galleries", ,4,5,10002
"54 Mercer StNew York, NY 10013",Fiorentini + Baker,",Shoe Stores",16,4,3,10002
"32 Greene StNew York, NY 10013",CITE,",Home Decor,Furniture Stores",2,4,5,10002
"410 W BroadwayNew York, NY 10012",Emporio Armani,",Men's Clothing",10,4,3.5,10002
"6 Elizabeth StreetNew York, NY 10013",Lisa Beauty Corporation,",Cosmetics & Beauty Supply",3,4,3.5,10002
"113 Prince StNew York, NY 10012",Oakley,",Eyewear & Opticians",8,4,3.5,10002
"88 Grand StNew York, NY 10013",Flair,",Furniture Stores",2,4,5,10002
"185 Canal StNew York, NY 10013",eRxCity,",Drugstores,Medical Supplies",4,4,3,10002
"42 Greene StNew York, NY 10013",Flou USA,",Furniture Stores,Mattresses",5,4,4,10002
"250 Mott StNew York, NY 10012",Eli Halili Jewelry and Design,",Jewelry",4,4,4.5,10002
"93 Greene StNew York, NY 10012",Anne Fontaine Paris,",Women's Clothing,Accessories",3,4,3.5,10002
"219 E 5th Street Apt 2RNew York, NY 10003",Hair In the City,",Hair Salons",4,4,4,10002
"93 Mercer StNew York, NY 10012",Helmut Lang,",Accessories,Men's Clothing,Women's Clothing",10,4,3,10002
"457 Broome StNew York, NY 10013",Lazaro SoHo,",Jewelry,Men's Clothing",9,4,3.5,10002
"103 Grand StNew York, NY 10013",Alexander Wang,",Women's Clothing,Accessories,Men's Clothing",28,4,2.5,10002
"139 Spring StNew York, NY 10012",Chanel Boutique,",Men's Clothing,Women's Clothing",5,4,4,10002
"412 W BroadwayManhattan, NY 10012",Sobral,",Jewelry",3,4,4.5,10002
"7 Bond St FrntNew York, NY 10012",Bond 07,",Accessories,Eyewear & Opticians",3,4,4.5,10002
